x,Response Time(ms),The Number of Concurrent Requests,,,
RSDQL,917,100,,,
RSDQL,1212,100,,,
RSDQL,941,100,,,
RSDQL,1342,100,,,
RSDQL,833,100,,,
RSDQL,968,100,,,
RSDQL,990,100,,,
RSDQL,963,100,,,
RSDQL,805,100,,,
RSDQL,956,100,,,
RSDQL,1100,100,,,
RSDQL,946,100,,,
RSDQL,967,100,,,
RSDQL,771,100,,,
RSDQL,1102,100,,,
RSDQL,1016,100,,,
RSDQL,977,100,,,
RSDQL,1045,100,,,
RSDQL,732,100,,,
RSDQL,992,100,,,
RSDQL,1016,100,,,
RSDQL,1104,100,,,
RSDQL,718,100,,,
RSDQL,877,100,,,
RSDQL,890,100,,,
RSDQL,1108,100,,,
RSDQL,1112,100,,,
RSDQL,1074,100,,,
RSDQL,897,100,,,
RSDQL,1133,100,,,
RSDQL,1068,100,,,
RSDQL,1308,100,,,
RSDQL,783,100,,,
RSDQL,923,100,,,
RSDQL,923,100,,,
RSDQL,753,100,,,
RSDQL,995,100,,,
RSDQL,963,100,,,
RSDQL,905,100,,,
RSDQL,997,100,,,
RSDQL,904,100,,,
RSDQL,957,100,,,
RSDQL,928,100,,,
RSDQL,934,100,,,
RSDQL,1109,100,,,
RSDQL,1079,100,,,
RSDQL,939,100,,,
RSDQL,783,100,,,
RSDQL,1131,100,,,
RSDQL,791,100,,,
RSDQL,816,100,,,
RSDQL,914,100,,,
RSDQL,724,100,,,
RSDQL,929,100,,,
RSDQL,945,100,,,
RSDQL,647,100,,,
RSDQL,880,100,,,
RSDQL,691,100,,,
RSDQL,906,100,,,
RSDQL,1034,100,,,
RSDQL,947,100,,,
RSDQL,894,100,,,
RSDQL,747,100,,,
RSDQL,903,100,,,
RSDQL,904,100,,,
RSDQL,913,100,,,
RSDQL,915,100,,,
RSDQL,904,100,,,
RSDQL,920,100,,,
RSDQL,714,100,,,
RSDQL,930,100,,,
RSDQL,907,100,,,
RSDQL,890,100,,,
RSDQL,896,100,,,
RSDQL,936,100,,,
RSDQL,871,100,,,
RSDQL,909,100,,,
RSDQL,837,100,,,
RSDQL,676,100,,,
RSDQL,915,100,,,
RSDQL,1049,100,,,
RSDQL,855,100,,,
RSDQL,862,100,,,
RSDQL,870,100,,,
RSDQL,1051,100,,,
RSDQL,976,100,,,
RSDQL,882,100,,,
RSDQL,1000,100,,,
RSDQL,651,100,,,
RSDQL,983,100,,,
RSDQL,783,100,,,
RSDQL,851,100,,,
RSDQL,943,100,,,
RSDQL,613,100,,,
RSDQL,660,100,,,
RSDQL,850,100,,,
RSDQL,801,100,,,
RSDQL,958,100,,,
RSDQL,713,100,,,
RSDQL,887,100,,,
RSDQL,660,100,,,
RSDQL,830,100,,,
RSDQL,796,100,,,
RSDQL,727,100,,,
RSDQL,840,100,,,
RSDQL,935,100,,,
RSDQL,794,100,,,
RSDQL,972,100,,,
RSDQL,1047,100,,,
RSDQL,680,100,,,
RSDQL,841,100,,,
RSDQL,980,100,,,
RSDQL,815,100,,,
RSDQL,575,100,,,
RSDQL,729,100,,,
RSDQL,780,100,,,
RSDQL,920,100,,,
RSDQL,909,100,,,
RSDQL,833,100,,,
RSDQL,730,100,,,
RSDQL,746,100,,,
RSDQL,776,100,,,
RSDQL,888,100,,,
RSDQL,885,100,,,
RSDQL,889,100,,,
RSDQL,874,100,,,
RSDQL,911,100,,,
RSDQL,816,100,,,
RSDQL,930,100,,,
RSDQL,877,100,,,
RSDQL,854,100,,,
RSDQL,554,100,,,
RSDQL,933,100,,,
RSDQL,856,100,,,
RSDQL,843,100,,,
RSDQL,642,100,,,
RSDQL,1153,100,,,
RSDQL,842,100,,,
RSDQL,860,100,,,
RSDQL,854,100,,,
RSDQL,872,100,,,
RSDQL,842,100,,,
RSDQL,831,100,,,
RSDQL,896,100,,,
RSDQL,852,100,,,
RSDQL,643,100,,,
RSDQL,659,100,,,
RSDQL,669,100,,,
RSDQL,843,100,,,
RSDQL,819,100,,,
RSDQL,869,100,,,
RSDQL,802,100,,,
RSDQL,857,100,,,
RSDQL,1062,100,,,
RSDQL,711,100,,,
RSDQL,1012,100,,,
RSDQL,1060,100,,,
RSDQL,994,100,,,
RSDQL,993,100,,,
RSDQL,1007,100,,,
RSDQL,796,100,,,
RSDQL,790,100,,,
RSDQL,991,100,,,
RSDQL,1033,100,,,
RSDQL,851,100,,,
RSDQL,836,100,,,
RSDQL,792,100,,,
RSDQL,858,100,,,
RSDQL,541,100,,,
RSDQL,798,100,,,
RSDQL,746,100,,,
RSDQL,1163,100,,,
RSDQL,968,100,,,
RSDQL,930,100,,,
RSDQL,788,100,,,
RSDQL,788,100,,,
RSDQL,765,100,,,
RSDQL,946,100,,,
RSDQL,1046,100,,,
RSDQL,639,100,,,
RSDQL,591,100,,,
RSDQL,645,100,,,
RSDQL,1067,100,,,
RSDQL,815,100,,,
RSDQL,790,100,,,
RSDQL,821,100,,,
RSDQL,764,100,,,
RSDQL,786,100,,,
RSDQL,1247,100,,,
RSDQL,715,100,,,
RSDQL,883,100,,,
RSDQL,786,100,,,
RSDQL,721,100,,,
RSDQL,744,100,,,
RSDQL,692,100,,,
RSDQL,646,100,,,
RSDQL,799,100,,,
RSDQL,700,100,,,
RSDQL,706,100,,,
RSDQL,822,100,,,
RSDQL,833,100,,,
RSDQL,838,100,,,
RSDQL,811,100,,,
RSDQL,823,100,,,
RSDQL,828,100,,,
RSDQL,888,100,,,
RSDQL,620,100,,,
RSDQL,815,100,,,
RSDQL,774,100,,,
RSDQL,850,100,,,
RSDQL,819,100,,,
RSDQL,828,100,,,
RSDQL,830,100,,,
RSDQL,856,100,,,
RSDQL,762,100,,,
RSDQL,814,100,,,
RSDQL,645,100,,,
RSDQL,828,100,,,
RSDQL,846,100,,,
RSDQL,857,100,,,
RSDQL,785,100,,,
RSDQL,963,100,,,
RSDQL,639,100,,,
RSDQL,797,100,,,
RSDQL,693,100,,,
RSDQL,782,100,,,
RSDQL,921,100,,,
RSDQL,633,100,,,
RSDQL,943,100,,,
RSDQL,775,100,,,
RSDQL,780,100,,,
RSDQL,734,100,,,
RSDQL,764,100,,,
RSDQL,858,100,,,
RSDQL,935,100,,,
RSDQL,730,100,,,
RSDQL,746,100,,,
RSDQL,1046,100,,,
RSDQL,703,100,,,
RSDQL,891,100,,,
RSDQL,637,100,,,
RSDQL,607,100,,,
RSDQL,895,100,,,
RSDQL,854,100,,,
RSDQL,675,100,,,
RSDQL,737,100,,,
RSDQL,723,100,,,
RSDQL,587,100,,,
RSDQL,736,100,,,
RSDQL,752,100,,,
RSDQL,709,100,,,
RSDQL,629,100,,,
RSDQL,675,100,,,
RSDQL,718,100,,,
RSDQL,1146,100,,,
RSDQL,690,100,,,
RSDQL,714,100,,,
RSDQL,609,100,,,
RSDQL,832,100,,,
RSDQL,648,100,,,
RSDQL,589,100,,,
RSDQL,728,100,,,
RSDQL,736,100,,,
RSDQL,595,100,,,
RSDQL,720,100,,,
RSDQL,569,100,,,
RSDQL,802,100,,,
RSDQL,589,100,,,
RSDQL,728,100,,,
RSDQL,829,100,,,
RSDQL,769,100,,,
RSDQL,744,100,,,
RSDQL,706,100,,,
RSDQL,707,100,,,
RSDQL,618,100,,,
RSDQL,766,100,,,
RSDQL,723,100,,,
RSDQL,717,100,,,
RSDQL,681,100,,,
RSDQL,685,100,,,
RSDQL,724,100,,,
RSDQL,660,100,,,
RSDQL,676,100,,,
RSDQL,661,100,,,
RSDQL,635,100,,,
RSDQL,521,100,,,
RSDQL,586,100,,,
RSDQL,613,100,,,
RSDQL,745,100,,,
RSDQL,676,100,,,
RSDQL,674,100,,,
RSDQL,653,100,,,
RSDQL,724,100,,,
RSDQL,754,100,,,
RSDQL,804,100,,,
RSDQL,655,100,,,
RSDQL,777,100,,,
RSDQL,1002,100,,,
RSDQL,786,100,,,
RSDQL,1010,100,,,
RSDQL,808,100,,,
RSDQL,711,100,,,
RSDQL,866,100,,,
RSDQL,728,100,,,
RSDQL,793,100,,,
RSDQL,562,100,,,
RSDQL,733,100,,,
RSDQL,600,100,,,
RSDQL,644,100,,,
RSDQL,846,100,,,
RSDQL,703,100,,,
RSDQL,662,100,,,
RSDQL,733,100,,,
RSDQL,648,100,,,
RSDQL,726,100,,,
RSDQL,682,100,,,
RSDQL,526,100,,,
RSDQL,517,100,,,
RSDQL,626,100,,,
RSDQL,780,100,,,
RSDQL,669,100,,,
RSDQL,619,100,,,
RSDQL,642,100,,,
RSDQL,797,100,,,
RSDQL,718,100,,,
RSDQL,722,100,,,
RSDQL,674,100,,,
RSDQL,729,100,,,
RSDQL,808,100,,,
RSDQL,6005,100,,,
RSDQL,874,100,,,
RSDQL,770,100,,,
RSDQL,789,100,,,
RSDQL,871,100,,,
RSDQL,660,100,,,
RSDQL,777,100,,,
RSDQL,793,100,,,
RSDQL,873,100,,,
RSDQL,895,100,,,
RSDQL,895,100,,,
RSDQL,818,100,,,
RSDQL,811,100,,,
RSDQL,888,100,,,
RSDQL,708,100,,,
RSDQL,772,100,,,
RSDQL,921,100,,,
RSDQL,657,100,,,
RSDQL,828,100,,,
RSDQL,944,100,,,
RSDQL,722,100,,,
RSDQL,711,100,,,
RSDQL,711,100,,,
RSDQL,745,100,,,
RSDQL,782,100,,,
RSDQL,756,100,,,
RSDQL,644,100,,,
RSDQL,770,100,,,
RSDQL,854,100,,,
RSDQL,799,100,,,
RSDQL,806,100,,,
RSDQL,808,100,,,
RSDQL,810,100,,,
RSDQL,815,100,,,
RSDQL,732,100,,,
RSDQL,730,100,,,
RSDQL,741,100,,,
RSDQL,738,100,,,
RSDQL,920,100,,,
RSDQL,896,100,,,
RSDQL,792,100,,,
RSDQL,942,100,,,
RSDQL,793,100,,,
RSDQL,786,100,,,
RSDQL,737,100,,,
RSDQL,802,100,,,
RSDQL,841,100,,,
RSDQL,545,100,,,
RSDQL,880,100,,,
RSDQL,832,100,,,
RSDQL,762,100,,,
RSDQL,767,100,,,
RSDQL,938,100,,,
RSDQL,694,100,,,
RSDQL,805,100,,,
RSDQL,613,100,,,
RSDQL,945,100,,,
RSDQL,620,100,,,
RSDQL,981,100,,,
RSDQL,638,100,,,
RSDQL,716,100,,,
RSDQL,991,100,,,
RSDQL,913,100,,,
RSDQL,840,100,,,
RSDQL,750,100,,,
RSDQL,645,100,,,
RSDQL,655,100,,,
RSDQL,770,100,,,
RSDQL,743,100,,,
RSDQL,552,100,,,
RSDQL,773,100,,,
RSDQL,738,100,,,
RSDQL,719,100,,,
RSDQL,757,100,,,
RSDQL,535,100,,,
RSDQL,717,100,,,
RSDQL,763,100,,,
RSDQL,755,100,,,
RSDQL,706,100,,,
RSDQL,718,100,,,
RSDQL,731,100,,,
RSDQL,719,100,,,
RSDQL,696,100,,,
RSDQL,763,100,,,
RSDQL,654,100,,,
RSDQL,879,100,,,
RSDQL,520,100,,,
RSDQL,676,100,,,
RSDQL,788,100,,,
RSDQL,712,100,,,
RSDQL,739,100,,,
RSDQL,663,100,,,
RSDQL,735,100,,,
RSDQL,721,100,,,
RSDQL,640,100,,,
RSDQL,670,100,,,
RSDQL,798,100,,,
RSDQL,758,100,,,
RSDQL,564,100,,,
RSDQL,533,100,,,
RSDQL,658,100,,,
RSDQL,602,100,,,
RSDQL,661,100,,,
RSDQL,532,100,,,
RSDQL,676,100,,,
RSDQL,560,100,,,
RSDQL,758,100,,,
RSDQL,693,100,,,
RSDQL,628,100,,,
RSDQL,700,100,,,
RSDQL,703,100,,,
RSDQL,664,100,,,
RSDQL,719,100,,,
RSDQL,597,100,,,
RSDQL,528,100,,,
RSDQL,695,100,,,
RSDQL,623,100,,,
RSDQL,651,100,,,
RSDQL,630,100,,,
RSDQL,535,100,,,
RSDQL,633,100,,,
RSDQL,611,100,,,
RSDQL,565,100,,,
RSDQL,617,100,,,
RSDQL,691,100,,,
RSDQL,735,100,,,
RSDQL,629,100,,,
RSDQL,549,100,,,
RSDQL,638,100,,,
RSDQL,673,100,,,
RSDQL,780,100,,,
RSDQL,664,100,,,
RSDQL,556,100,,,
RSDQL,679,100,,,
RSDQL,697,100,,,
RSDQL,727,100,,,
RSDQL,726,100,,,
RSDQL,565,100,,,
RSDQL,788,100,,,
RSDQL,731,100,,,
RSDQL,732,100,,,
RSDQL,645,100,,,
RSDQL,810,100,,,
RSDQL,617,100,,,
RSDQL,615,100,,,
RSDQL,595,100,,,
RSDQL,644,100,,,
RSDQL,592,100,,,
RSDQL,506,100,,,
RSDQL,728,100,,,
RSDQL,900,100,,,
RSDQL,588,100,,,
RSDQL,733,100,,,
RSDQL,508,100,,,
RSDQL,618,100,,,
RSDQL,609,100,,,
RSDQL,601,100,,,
RSDQL,525,100,,,
RSDQL,666,100,,,
RSDQL,526,100,,,
RSDQL,598,100,,,
RSDQL,682,100,,,
RSDQL,594,100,,,
RSDQL,619,100,,,
RSDQL,601,100,,,
RSDQL,795,100,,,
RSDQL,685,100,,,
RSDQL,544,100,,,
RSDQL,561,100,,,
RSDQL,606,100,,,
RSDQL,792,100,,,
RSDQL,581,100,,,
RSDQL,710,100,,,
RSDQL,575,100,,,
RSDQL,527,100,,,
RSDQL,654,100,,,
RSDQL,556,100,,,
RSDQL,680,100,,,
RSDQL,539,100,,,
RSDQL,603,100,,,
RSDQL,587,100,,,
RSDQL,548,100,,,
RSDQL,531,100,,,
RSDQL,509,100,,,
RSDQL,587,100,,,
RSDQL,521,100,,,
RSDQL,545,100,,,
RSDQL,667,100,,,
RSDQL,603,100,,,
RSDQL,603,100,,,
RSDQL,523,100,,,
RSDQL,659,100,,,
RSDQL,573,100,,,
RSDQL,542,100,,,
RSDQL,538,100,,,
RSDQL,553,100,,,
RSDQL,514,100,,,
RSDQL,534,100,,,
RSDQL,551,100,,,
RSDQL,513,100,,,
RSDQL,501,100,,,
RSDQL,538,100,,,
RSDQL,531,100,,,
RSDQL,564,100,,,
RSDQL,532,100,,,
RSDQL,529,100,,,
RSDQL,605,100,,,
RSDQL,556,100,,,
RSDQL,523,100,,,
RSDQL,530,100,,,
RSDQL,540,100,,,
RSDQL,535,100,,,
RSDQL,513,100,,,
RSDQL,512,100,,,
RSDQL,578,100,,,
RSDQL,515,100,,,
RSDQL,567,100,,,
RSDQL,567,100,,,
RSDQL,520,100,,,
RSDQL,502,100,,,
RSDQL,621,100,,,
RSDQL,561,100,,,
RSDQL,601,100,,,
RSDQL,745,100,,,
RSDQL,627,100,,,
RSDQL,516,100,,,
RSDQL,623,100,,,
RSDQL,552,100,,,
RSDQL,540,100,,,
RSDQL,545,100,,,
RSDQL,593,100,,,
RSDQL,528,100,,,
RSDQL,547,100,,,
RSDQL,637,100,,,
RSDQL,622,100,,,
RSDQL,704,100,,,
RSDQL,926,100,,,
RSDQL,839,100,,,
RSDQL,596,100,,,
RSDQL,564,100,,,
RSDQL,604,100,,,
RSDQL,738,100,,,
RSDQL,746,100,,,
RSDQL,784,100,,,
RSDQL,578,100,,,
RSDQL,712,100,,,
RSDQL,776,100,,,
RSDQL,798,100,,,
RSDQL,787,100,,,
RSDQL,540,100,,,
RSDQL,864,100,,,
RSDQL,794,100,,,
RSDQL,756,100,,,
RSDQL,512,100,,,
RSDQL,709,100,,,
RSDQL,842,100,,,
RSDQL,875,100,,,
RSDQL,598,100,,,
RSDQL,867,100,,,
RSDQL,899,100,,,
RSDQL,926,100,,,
RSDQL,909,100,,,
RSDQL,750,100,,,
RSDQL,953,100,,,
RSDQL,977,100,,,
RSDQL,915,100,,,
RSDQL,934,100,,,
RSDQL,826,100,,,
RSDQL,938,100,,,
RSDQL,980,100,,,
RSDQL,989,100,,,
RSDQL,763,100,,,
RSDQL,936,100,,,
RSDQL,639,100,,,
RSDQL,956,100,,,
RSDQL,869,100,,,
RSDQL,663,100,,,
RSDQL,850,100,,,
RSDQL,820,100,,,
RSDQL,1042,100,,,
RSDQL,800,100,,,
RSDQL,778,100,,,
RSDQL,970,100,,,
RSDQL,939,100,,,
RSDQL,814,100,,,
RSDQL,1075,100,,,
RSDQL,690,100,,,
RSDQL,837,100,,,
RSDQL,841,100,,,
RSDQL,851,100,,,
RSDQL,873,100,,,
RSDQL,746,100,,,
RSDQL,873,100,,,
RSDQL,802,100,,,
RSDQL,822,100,,,
RSDQL,867,100,,,
RSDQL,919,100,,,
RSDQL,802,100,,,
RSDQL,832,100,,,
RSDQL,811,100,,,
RSDQL,1040,100,,,
RSDQL,642,100,,,
RSDQL,771,100,,,
RSDQL,785,100,,,
RSDQL,888,100,,,
RSDQL,879,100,,,
RSDQL,679,100,,,
RSDQL,656,100,,,
RSDQL,836,100,,,
RSDQL,684,100,,,
RSDQL,634,100,,,
RSDQL,696,100,,,
RSDQL,624,100,,,
RSDQL,554,100,,,
RSDQL,628,100,,,
RSDQL,909,100,,,
RSDQL,892,100,,,
RSDQL,882,100,,,
RSDQL,878,100,,,
RSDQL,874,100,,,
RSDQL,1219,100,,,
RSDQL,826,100,,,
RSDQL,680,100,,,
RSDQL,794,100,,,
RSDQL,693,100,,,
RSDQL,703,100,,,
RSDQL,1065,100,,,
RSDQL,883,100,,,
RSDQL,1080,100,,,
RSDQL,804,100,,,
RSDQL,743,100,,,
RSDQL,890,100,,,
RSDQL,965,100,,,
RSDQL,935,100,,,
RSDQL,941,100,,,
RSDQL,1052,100,,,
RSDQL,919,100,,,
RSDQL,1098,100,,,
RSDQL,1079,100,,,
RSDQL,954,100,,,
RSDQL,976,100,,,
RSDQL,907,100,,,
RSDQL,1347,100,,,
RSDQL,1046,100,,,
RSDQL,1070,100,,,
RSDQL,1231,100,,,
RSDQL,1099,100,,,
RSDQL,1008,100,,,
RSDQL,990,100,,,
RSDQL,1150,100,,,
RSDQL,1016,100,,,
RSDQL,1160,100,,,
RSDQL,1319,100,,,
RSDQL,1194,100,,,
RSDQL,1097,100,,,
RSDQL,1042,100,,,
RSDQL,1109,100,,,
RSDQL,1129,100,,,
RSDQL,1193,100,,,
RSDQL,1057,100,,,
RSDQL,1121,100,,,
RSDQL,1264,100,,,
RSDQL,1169,100,,,
RSDQL,1513,100,,,
RSDQL,1129,100,,,
RSDQL,1101,100,,,
RSDQL,1420,100,,,
RSDQL,1167,100,,,
RSDQL,1259,100,,,
RSDQL,1339,100,,,
RSDQL,1245,100,,,
RSDQL,1250,100,,,
RSDQL,1102,100,,,
RSDQL,1362,100,,,
RSDQL,1272,100,,,
RSDQL,942,100,,,
RSDQL,1326,100,,,
RSDQL,1288,100,,,
RSDQL,1287,100,,,
RSDQL,1515,100,,,
RSDQL,1324,100,,,
RSDQL,1373,100,,,
RSDQL,1470,100,,,
RSDQL,1345,100,,,
RSDQL,1062,100,,,
RSDQL,1369,100,,,
RSDQL,1403,100,,,
RSDQL,1322,100,,,
RSDQL,1360,100,,,
RSDQL,1347,100,,,
RSDQL,1197,100,,,
RSDQL,1148,100,,,
RSDQL,1354,100,,,
RSDQL,1331,100,,,
RSDQL,1378,100,,,
RSDQL,1214,100,,,
RSDQL,1566,100,,,
RSDQL,1187,100,,,
RSDQL,1382,100,,,
RSDQL,1427,100,,,
RSDQL,1429,100,,,
RSDQL,1385,100,,,
RSDQL,1382,100,,,
RSDQL,1464,100,,,
RSDQL,1722,100,,,
RSDQL,1756,100,,,
RSDQL,1396,100,,,
RSDQL,1537,100,,,
RSDQL,1043,100,,,
RSDQL,1380,100,,,
RSDQL,1412,100,,,
RSDQL,801,100,,,
RSDQL,1408,100,,,
RSDQL,1436,100,,,
RSDQL,1455,100,,,
RSDQL,1381,100,,,
RSDQL,1392,100,,,
RSDQL,1644,100,,,
RSDQL,1413,100,,,
RSDQL,1260,100,,,
RSDQL,1604,100,,,
RSDQL,1273,100,,,
RSDQL,1353,100,,,
RSDQL,1315,100,,,
RSDQL,985,100,,,
RSDQL,1248,100,,,
RSDQL,1209,100,,,
RSDQL,1379,100,,,
RSDQL,1210,100,,,
RSDQL,1241,100,,,
RSDQL,1220,100,,,
RSDQL,1623,100,,,
RSDQL,1205,100,,,
RSDQL,1635,100,,,
RSDQL,1171,100,,,
RSDQL,1244,100,,,
RSDQL,1177,100,,,
RSDQL,974,100,,,
RSDQL,1002,100,,,
RSDQL,1212,100,,,
RSDQL,1300,100,,,
RSDQL,1674,100,,,
RSDQL,1665,100,,,
RSDQL,1009,100,,,
RSDQL,1246,100,,,
RSDQL,1227,100,,,
RSDQL,767,100,,,
RSDQL,1637,100,,,
RSDQL,1572,100,,,
RSDQL,1584,100,,,
RSDQL,1217,100,,,
RSDQL,963,100,,,
RSDQL,1573,100,,,
RSDQL,1231,100,,,
RSDQL,1027,100,,,
RSDQL,1212,100,,,
RSDQL,1234,100,,,
RSDQL,1002,100,,,
RSDQL,1165,100,,,
RSDQL,1244,100,,,
RSDQL,1189,100,,,
RSDQL,1921,100,,,
RSDQL,1487,100,,,
RSDQL,969,100,,,
RSDQL,1437,100,,,
RSDQL,915,100,,,
RSDQL,1152,100,,,
RSDQL,1148,100,,,
RSDQL,1372,100,,,
RSDQL,911,100,,,
RSDQL,1146,100,,,
RSDQL,1262,100,,,
RSDQL,1420,100,,,
RSDQL,1199,100,,,
RSDQL,1187,100,,,
RSDQL,1197,100,,,
RSDQL,1230,100,,,
RSDQL,1235,100,,,
RSDQL,1229,100,,,
RSDQL,977,100,,,
RSDQL,1227,100,,,
RSDQL,1235,100,,,
RSDQL,1175,100,,,
RSDQL,1131,100,,,
RSDQL,1234,100,,,
RSDQL,1102,100,,,
RSDQL,813,100,,,
RSDQL,1409,100,,,
RSDQL,1175,100,,,
RSDQL,1422,100,,,
RSDQL,1141,100,,,
RSDQL,1210,100,,,
RSDQL,1181,100,,,
RSDQL,922,100,,,
RSDQL,803,100,,,
RSDQL,1141,100,,,
RSDQL,1279,100,,,
RSDQL,1309,100,,,
RSDQL,1250,100,,,
RSDQL,1311,100,,,
RSDQL,1168,100,,,
RSDQL,1162,100,,,
RSDQL,1224,100,,,
RSDQL,1003,100,,,
RSDQL,1212,100,,,
RSDQL,1661,100,,,
RSDQL,1345,100,,,
RSDQL,1243,100,,,
RSDQL,1339,100,,,
RSDQL,1023,100,,,
RSDQL,1210,100,,,
RSDQL,1629,100,,,
RSDQL,1122,100,,,
RSDQL,1125,100,,,
RSDQL,1157,100,,,
RSDQL,1145,100,,,
RSDQL,1585,100,,,
RSDQL,1091,100,,,
RSDQL,1136,100,,,
RSDQL,1105,100,,,
RSDQL,1275,100,,,
RSDQL,975,100,,,
RSDQL,1192,100,,,
RSDQL,1039,100,,,
RSDQL,1238,100,,,
RSDQL,1226,100,,,
RSDQL,1064,100,,,
RSDQL,1242,100,,,
RSDQL,1321,100,,,
RSDQL,1128,100,,,
RSDQL,1196,100,,,
RSDQL,1157,100,,,
RSDQL,1229,100,,,
RSDQL,1118,100,,,
RSDQL,1350,100,,,
RSDQL,940,100,,,
RSDQL,1561,100,,,
RSDQL,1336,100,,,
RSDQL,1379,100,,,
RSDQL,1415,100,,,
RSDQL,1234,100,,,
RSDQL,1266,100,,,
RSDQL,1331,100,,,
RSDQL,1401,100,,,
RSDQL,1300,100,,,
RSDQL,1406,100,,,
RSDQL,1423,100,,,
RSDQL,1321,100,,,
RSDQL,1309,100,,,
RSDQL,1515,100,,,
RSDQL,1265,100,,,
RSDQL,1237,100,,,
RSDQL,1349,100,,,
RSDQL,1402,100,,,
RSDQL,694,100,,,
RSDQL,1285,100,,,
RSDQL,1146,100,,,
RSDQL,1029,100,,,
RSDQL,1156,100,,,
RSDQL,1198,100,,,
RSDQL,1440,100,,,
RSDQL,1490,100,,,
RSDQL,1246,100,,,
RSDQL,1287,100,,,
RSDQL,1279,100,,,
RSDQL,1513,100,,,
RSDQL,1476,100,,,
RSDQL,1202,100,,,
RSDQL,1489,100,,,
RSDQL,1196,100,,,
RSDQL,1244,100,,,
RSDQL,1177,100,,,
RSDQL,1191,100,,,
RSDQL,1189,100,,,
RSDQL,1297,100,,,
RSDQL,1167,100,,,
RSDQL,1195,100,,,
RSDQL,1129,100,,,
RSDQL,1705,100,,,
RSDQL,1030,100,,,
RSDQL,1520,100,,,
RSDQL,1215,100,,,
RSDQL,937,100,,,
RSDQL,952,100,,,
RSDQL,967,100,,,
RSDQL,1272,100,,,
RSDQL,1025,100,,,
RSDQL,1188,100,,,
RSDQL,978,100,,,
RSDQL,1106,100,,,
RSDQL,1131,100,,,
RSDQL,1413,100,,,
RSDQL,1154,100,,,
RSDQL,1175,100,,,
RSDQL,1183,100,,,
RSDQL,1752,100,,,
RSDQL,1074,100,,,
RSDQL,1435,100,,,
RSDQL,1224,100,,,
RSDQL,806,100,,,
RSDQL,1238,100,,,
RSDQL,1241,100,,,
RSDQL,1017,100,,,
RSDQL,1002,100,,,
RSDQL,1603,100,,,
RSDQL,992,100,,,
RSDQL,1261,100,,,
RSDQL,1006,100,,,
RSDQL,1357,100,,,
RSDQL,1231,100,,,
RSDQL,1645,100,,,
RSDQL,1230,100,,,
RSDQL,949,100,,,
RSDQL,1037,100,,,
RSDQL,1697,100,,,
RSDQL,1340,100,,,
RSDQL,1401,100,,,
RSDQL,1321,100,,,
RSDQL,1248,100,,,
RSDQL,997,100,,,
RSDQL,1326,100,,,
RSDQL,1298,100,,,
RSDQL,1365,100,,,
RSDQL,1171,100,,,
RSDQL,1330,100,,,
RSDQL,1357,100,,,
RSDQL,1021,100,,,
RSDQL,1813,100,,,
RSDQL,1002,100,,,
RSDQL,1188,100,,,
RSDQL,1211,100,,,
RSDQL,1213,100,,,
RSDQL,980,100,,,
RSDQL,1475,100,,,
RSDQL,1196,100,,,
RSDQL,1159,100,,,
RSDQL,1205,100,,,
RSDQL,1549,100,,,
RSDQL,1481,100,,,
RSDQL,1532,100,,,
RSDQL,1587,100,,,
RSDQL,1217,100,,,
RSDQL,1042,100,,,
RSDQL,1222,100,,,
RSDQL,1441,100,,,
RSDQL,1279,100,,,
RSDQL,987,100,,,
RSDQL,976,100,,,
RSDQL,1203,100,,,
RSDQL,1003,100,,,
RSDQL,1182,100,,,
RSDQL,1230,100,,,
RSDQL,1164,100,,,
RSDQL,758,100,,,
RSDQL,1027,100,,,
RSDQL,1181,100,,,
RSDQL,1201,100,,,
RSDQL,1087,100,,,
RSDQL,1044,100,,,
RSDQL,1236,100,,,
RSDQL,953,100,,,
RSDQL,1458,100,,,
RSDQL,1259,100,,,
RSDQL,1089,100,,,
RSDQL,1165,100,,,
RSDQL,1208,100,,,
RSDQL,1172,100,,,
RSDQL,1491,100,,,
RSDQL,1221,100,,,
RSDQL,1392,100,,,
RSDQL,1390,100,,,
RSDQL,1226,100,,,
RSDQL,1262,100,,,
RSDQL,1259,100,,,
RSDQL,1292,100,,,
RSDQL,980,100,,,
RSDQL,1309,100,,,
RSDQL,1301,100,,,
RSDQL,1256,100,,,
RSDQL,1236,100,,,
RSDQL,1307,100,,,
RSDQL,1275,100,,,
RSDQL,1368,100,,,
RSDQL,957,100,,,
RSDQL,1176,100,,,
RSDQL,1174,100,,,
RSDQL,1688,100,,,
RSDQL,931,100,,,
RSDQL,1693,100,,,
RSDQL,970,100,,,
RSDQL,1194,100,,,
RSDQL,1209,100,,,
RSDQL,1169,100,,,
RSDQL,1231,100,,,
RSDQL,1202,100,,,
RSDQL,1004,100,,,
RSDQL,1194,100,,,
RSDQL,1125,100,,,
RSDQL,1819,100,,,
RSDQL,1365,100,,,
RSDQL,1152,100,,,
RSDQL,1166,100,,,
RSDQL,1167,100,,,
RSDQL,1004,100,,,
RSDQL,1157,100,,,
RSDQL,1218,100,,,
RSDQL,1172,100,,,
RSDQL,1036,100,,,
RSDQL,1001,100,,,
RSDQL,1173,100,,,
RSDQL,1180,100,,,
RSDQL,1037,100,,,
RSDQL,1383,100,,,
RSDQL,1226,100,,,
RSDQL,1401,100,,,
RSDQL,1154,100,,,
